504;Shaun of the Dead;A man's uneventful life is disrupted by the zombie apocalypse.;2004;Terror
505;Gegen die Wand;With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.;2004;Romance
506;Mystic River;The lives of three men who were childhood friends are shattered when one of them has a family tragedy.;2003;Suspense
507;Harry Potter and the Prisoner of Azkaban;Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.;2004;Aventura
508;Ying xiong;A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.;2002;Aventura
509;Hable con ella;Two men share an odd friendship while they care for two women who are both in deep comas.;2002;Romance
510;No Man's Land;Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.;2001;Comedia
511;Cowboy Bebop: Tengoku no tobira;A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.;2001;Animacao
512;The Bourne Identity;A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.;2002;Suspense
513;Nueve reinas;Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the "nine queens").;2000;Suspense
514;Children of Men;In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.;2006;Ficcao
515;Almost Famous;A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.;2000;Aventura
516;Mulholland Dr.;After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.;2001;Suspense
517;Toy Story 2;When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.;1999;Animacao
518;Boogie Nights;Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.;1997;Drama
519;Mimi wo sumaseba;A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.;1995;Animacao
520;Once Were Warriors;A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.;1994;Suspense
521;True Romance;In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.;1993;Romance
522;Trois couleurs: Bleu;A woman struggles to find a way to live her life after the death of her husband and child.;1993;Suspense
523;Jb ninpch;A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.;1993;Animacao
524;Carlito's Way;A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.;1993;Suspense
525;Edward Scissorhands;An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.;1990;Romance
526;My Left Foot: The Story of Christy Brown;Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.;1989;Drama
527;Crimes and Misdemeanors;An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.;1989;Comedia
528;The Untouchables;During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.;1987;Suspense
529;Hannah and Her Sisters;Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.;1986;Comedia
530;Brazil;A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.;1985;Ficcao
531;This Is Spinal Tap;Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.;1984;Comedia
532;A Christmas Story;In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.;1983;Comedia
533;The Blues Brothers;Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.;1980;Aventura
534;Manhattan;The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.;1979;Romance
535;All That Jazz;Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.;1979;Drama
536;Dawn of the Dead;Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.;1978;Terror
537;All the President's Men;"The Washington Post" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.;1976;Drama
538;La montaa sagrada;In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.;1973;Aventura
539;Amarcord;A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.;1973;Comedia
540;Le charme discret de la bourgeoisie;A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.;1972;Comedia
541;Aguirre, der Zorn Gottes;In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.;1972;Aventura
542;Harold and Maude;Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.;1971;Romance
543;Patton;The World War II phase of the career of controversial American general George S. Patton.;1970;Drama
544;The Wild Bunch;An aging group of outlaws look for one last big score as the "traditional" American West is disappearing around them.;1969;Aventura
545;Night of the Living Dead;A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.;1968;Terror
546;The Lion in Winter;1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.;1968;Drama
547;In the Heat of the Night;A black police detective is asked to investigate a murder in a racially hostile southern town.;1967;Suspense
548;Charade;Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?;1963;Romance
549;The Manchurian Candidate;A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.;1962;Suspense
550;Spartacus;The slave Spartacus leads a violent revolt against the decadent Roman Republic.;1960;Aventura
551;L'avventura;A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.;1960;Suspense
552;Hiroshima mon amour;A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.;1959;Romance
553;The Ten Commandments;Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.;1956;Aventura
554;The Searchers;An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.;1956;Aventura
555;East of Eden;Two brothers struggle to maintain their strict, Bible-toting father's favor.;1955;Drama
556;High Noon;A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.;1952;Suspense
557;Strangers on a Train;A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.;1951;Suspense
558;Harvey;Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.;1950;Comedia
559;Miracle on 34th Street;When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.;1947;Comedia
560;Notorious;A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?;1946;Romance
561;The Big Sleep;Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.;1946;Suspense
562;The Lost Weekend;The desperate life of a chronic alcoholic is followed through a four-day drinking bout.;1945;Suspense
563;The Philadelphia Story;When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.;1940;Romance
564;His Girl Friday;A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.;1940;Romance
565;The Adventures of Robin Hood;When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.;1938;Romance
566;A Night at the Opera;A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.;1935;Comedia
567;King Kong;A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.;1933;Terror
568;Freaks;A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.;1932;Terror
569;Nosferatu;Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.;1922;Terror
570;The Gentlemen;An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.;2019;Suspense
571;Raazi;A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.;2018;Suspense
572;Sound of Metal;A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.;2019;Drama
573;Forushande;While both participating in a production of "Death of a Salesman," a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.;2016;Drama
574;Dunkirk;Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.;2017;Acao
575;Perfetti sconosciuti;Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.;2016;Comedia
576;Hidden Figures;The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.;2016;Drama
577;Paddington 2;Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.;2017;Aventura
578;Udta Punjab;A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.;2016;Suspense
579;Kubo and the Two Strings;A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.;2016;Animacao
580;M.S. Dhoni: The Untold Story;The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.;2016;Drama
581;Manchester by the Sea;A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.;2016;Drama
582;Under sandet;In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.;2015;Drama
583;Rogue One;The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.;2016;Ficcao
584;Captain America: Civil War;Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.;2016;Ficcao
585;The Hateful Eight;In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.;2015;Suspense
586;Little Women;Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.;2019;Romance
587;Loving Vincent;In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.;2017;Animacao
588;Pride;U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.;2014;Comedia
589;Le pass;An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.;2013;Suspense
590;La grande bellezza;Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.;2013;Drama
591;The Lunchbox;A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.;2013;Romance
592;Vicky Donor;A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.;2012;Romance
593;Big Hero 6;A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.;2014;Animacao
594;About Time;At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.;2013;Comedia
595;English Vinglish;A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.;2012;Comedia
596;Kaze tachinu;A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.;2013;Animacao
597;Toy Story 4;When a new toy called "Forky" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.;2019;Animacao
598;La migliore offerta;A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.;2013;Suspense
599;Moonrise Kingdom;A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.;2012;Romance
600;How to Train Your Dragon 2;When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.;2014;Animacao
601;The Big Short;In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.;2015;Comedia
602;Kokuhaku;A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.;2010;Suspense
603;Ang-ma-reul bo-at-da;A secret agent exacts revenge on a serial killer through a series of captures and releases.;2010;Suspense
604;The Girl with the Dragon Tattoo;Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.;2011;Suspense
605;Captain Phillips;The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.;2013;Aventura
606;Ajeossi;A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.;2010;Suspense
607;Straight Outta Compton;The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.;2015;Drama
608;Madeo;A mother desperately searches for the killer who framed her son for a girl's horrific murder.;2009;Suspense
609;Chugyeokja;A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.;2008;Suspense
610;The Hobbit: The Desolation of Smaug;The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.;2013;Aventura
611;Das weie Band - Eine deutsche Kindergeschichte;Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?;2009;Suspense
612;Mn som hatar kvinnor;A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.;2009;Suspense
613;The Trial of the Chicago 7;The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.;2020;Suspense
614;Druk;Four friends, all high school teachers, test a theory that they will improve their lives by maintaining a constant level of alcohol in their blood.;2020;Comedia
615;The Fighter;Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.;2010;Drama
616;Taken;A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.;2008;Suspense
617;The Boy in the Striped Pyjamas;Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.;2008;Drama
618;Once;A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.;2007;Romance
619;The Hobbit: An Unexpected Journey;A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.;2012;Aventura
620;Auf der anderen Seite;A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.;2007;Drama
621;Atonement;Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.;2007;Romance
622;Drive;A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.;2011;Suspense
623;American Gangster;An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.;2007;Suspense
624;Avatar;A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.;2009;Aventura
625;Mr. Nobody;A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.;2009;Romance
626;Apocalypto;As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.;2006;Aventura
627;Little Miss Sunshine;A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.;2006;Comedia
628;Hot Fuzz;A skilled London police officer is transferred to a small town with a dark secret.;2007;Suspense
629;The Curious Case of Benjamin Button;Tells the story of Benjamin Button, a man who starts aging backwards with consequences.;2008;Romance
630;Veer-Zaara;Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.;2004;Drama
631;Adams bler;A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.;2005;Suspense
632;Pride & Prejudice;Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?;2005;Romance
633;The World's Fastest Indian;The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.;2005;Drama
634;Tky goddofzzu;On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.;2003;Animacao
635;Serenity;The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.;2005;Ficcao
636;Walk the Line;A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.;2005;Drama
637;Ondskan;A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.;2003;Drama
638;The Notebook;A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.;2004;Romance
639;Diarios de motocicleta;The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.;2004;Aventura
640;Lilja 4-ever;Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.;2002;Suspense
641;Les triplettes de Belleville;When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.;2003;Animacao
642;Gongdong gyeongbi guyeok JSA;After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.;2000;Suspense
643;The Count of Monte Cristo;A young man, falsely imprisoned by his jealous "friend", escapes and uses a hidden treasure to exact his revenge.;2002;Aventura
644;Waking Life;A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.;2001;Animacao
645;Remember the Titans;The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.;2000;Drama
646;Wo hu cang long;A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.;2000;Aventura
647;Todo sobre mi madre;Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.;1999;Drama
648;Cast Away;A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.;2000;Romance
649;The Boondock Saints;Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.;1999;Suspense
650;The Insider;A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes expos on Big Tobacco.;1999;Suspense
651;October Sky;The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.;1999;Drama
652;Shrek;A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.;2001;Animacao
653;Titanic;A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.;1997;Romance
654;Hana-bi;Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.;1997;Romance
655;Gattaca;A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.;1997;Ficcao
656;The Game;After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.;1997;Suspense
657;Breaking the Waves;Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty, even more, when Jan urges her to have sex with another.;1996;Drama
658;Ed Wood;Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.;1994;Comedia
659;What's Eating Gilbert Grape;A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.;1993;Drama
660;Tombstone;A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.;1993;Acao
661;The Sandlot;In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.;1993;Comedia
662;The Remains of the Day;A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.;1993;Romance
663;Naked;Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.;1993;Comedia
664;The Fugitive;Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.;1993;Suspense
665;A Bronx Tale;A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.;1993;Romance
666;Batman: Mask of the Phantasm;Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.;1993;Animacao
667;Lat sau san taam;A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.;1992;Suspense
668;Night on Earth;An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.;1991;Comedia
669;La double vie de Vronique;Two parallel stories about two identical women, one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.;1991;Drama
670;Boyz n the Hood;Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.;1991;Suspense
671;Misery;After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.;1990;Suspense
672;Awakenings;The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.;1990;Drama
673;Majo no takkybin;A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.;1989;Animacao
674;Glory;Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.;1989;Drama
675;Dip huet seung hung;A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.;1989;Suspense
676;Back to the Future Part II;After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.;1989;Ficcao
677;Mississippi Burning;Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.;1988;Suspense
678;Predator;A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.;1987;Ficcao
679;Evil Dead II;The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.;1987;Acao
680;Ferris Bueller's Day Off;A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.;1986;Comedia
681;Down by Law;Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.;1986;Suspense
682;The Goonies;A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.;1985;Aventura
683;The Color Purple;A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.;1985;Drama
684;The Breakfast Club;Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.;1985;Comedia
685;The Killing Fields;A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.;1984;Drama
686;Ghostbusters;Three former parapsychology professors set up shop as a unique ghost removal service.;1984;Acao
687;The Right Stuff;The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.;1983;Aventura
688;The King of Comedy;Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.;1982;Suspense
689;E.T. the Extra-Terrestrial;A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.;1982;Ficcao
690;Kramer vs. Kramer;Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.;1979;Drama
691;Days of Heaven;A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.;1978;Romance
692;The Outlaw Josey Wales;Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.;1976;Drama
693;The Man Who Would Be King;Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.;1975;Aventura
694;The Conversation;A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.;1974;Suspense
695;La plante sauvage;On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.;1973;Animacao
696;The Day of the Jackal;A professional assassin codenamed "Jackal" plots to kill Charles de Gaulle, the President of France.;1973;Suspense
697;Badlands;An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.;1973;Suspense
698;Cabaret;A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.;1972;Drama
699;Willy Wonka & the Chocolate Factory;A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.;1971;Drama
700;Midnight Cowboy;A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.;1969;Drama
701;Wait Until Dark;A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.;1967;Suspense
702;Guess Who's Coming to Dinner;A couple's attitudes are challenged when their daughter introduces them to her African-American fianc.;1967;Comedia
703;Bonnie and Clyde;Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.;1967;Suspense
704;My Fair Lady;Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.;1964;Drama
705;Mary Poppins;In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.;1964;Comedia
706;The Longest Day;The events of D-Day, told on a grand scale from both the Allied and German points of view.;1962;Acao
707;Jules et Jim;Decades of a love triangle concerning two friends and an impulsive woman.;1962;Romance
708;The Innocents;A young governess for two children becomes convinced that the house and grounds are haunted.;1961;Terror
